X,CH3,Start,Increment,
Sequence,Volt,-1.200000e-06,2.000000e-09
0,9.60e-01,
1,9.60e-01,
2,1.00e+00,
3,1.00e+00,
4,1.00e+00,
5,1.04e+00,
6,1.04e+00,
7,1.04e+00,
8,1.04e+00,
9,1.04e+00,
10,1.04e+00,
11,1.08e+00,
12,1.08e+00,
13,1.08e+00,
14,1.08e+00,
15,1.08e+00,
16,1.12e+00,
17,1.12e+00,
18,1.12e+00,
19,1.12e+00,
20,1.12e+00,
21,1.12e+00,
22,1.12e+00,
23,1.12e+00,
24,1.12e+00,
25,1.12e+00,
26,1.16e+00,
27,1.12e+00,
28,1.16e+00,
29,1.16e+00,
30,1.16e+00,
31,1.16e+00,
32,1.16e+00,
33,1.16e+00,
34,1.16e+00,
35,1.12e+00,
36,1.16e+00,
37,1.20e+00,
38,1.16e+00,
39,1.16e+00,
40,1.12e+00,
41,1.12e+00,
42,1.12e+00,
43,1.12e+00,
44,1.12e+00,
45,1.12e+00,
46,1.12e+00,
47,1.12e+00,
48,1.08e+00,
49,1.08e+00,
50,1.08e+00,
51,1.08e+00,
52,1.08e+00,
53,1.08e+00,
54,1.04e+00,
55,1.04e+00,
56,1.04e+00,
57,1.04e+00,
58,1.00e+00,
59,1.00e+00,
60,1.00e+00,
61,9.60e-01,
62,9.60e-01,
63,9.60e-01,
64,9.60e-01,
65,9.60e-01,
66,9.20e-01,
67,9.20e-01,
68,9.20e-01,
69,8.80e-01,
70,8.80e-01,
71,8.80e-01,
72,8.40e-01,
73,8.40e-01,
74,8.40e-01,
75,7.60e-01,
76,7.60e-01,
77,8.00e-01,
78,7.20e-01,
79,7.60e-01,
80,7.20e-01,
81,6.80e-01,
82,6.40e-01,
83,6.80e-01,
84,6.40e-01,
85,6.00e-01,
86,6.00e-01,
87,5.60e-01,
88,5.60e-01,
89,5.60e-01,
90,4.80e-01,
91,4.80e-01,
92,4.80e-01,
93,4.80e-01,
94,4.40e-01,
95,4.00e-01,
96,3.60e-01,
97,3.60e-01,
98,3.60e-01,
99,3.60e-01,
100,3.20e-01,
101,2.80e-01,
102,3.20e-01,
103,2.80e-01,
104,2.00e-01,
105,2.00e-01,
106,2.00e-01,
107,2.00e-01,
108,1.60e-01,
109,1.20e-01,
110,1.20e-01,
111,8.00e-02,
112,8.00e-02,
113,4.00e-02,
114,4.00e-02,
115,0.00e+00,
116,0.00e+00,
117,-4.00e-02,
118,-4.00e-02,
119,-4.00e-02,
120,-8.00e-02,
121,-8.00e-02,
122,-1.20e-01,
123,-1.60e-01,
124,-1.60e-01,
125,-2.40e-01,
126,-2.40e-01,
127,-2.00e-01,
128,-2.40e-01,
129,-2.80e-01,
130,-3.20e-01,
131,-2.80e-01,
132,-3.20e-01,
133,-3.20e-01,
134,-3.60e-01,
135,-3.60e-01,
136,-4.00e-01,
137,-4.40e-01,
138,-4.80e-01,
139,-4.80e-01,
140,-4.80e-01,
141,-5.20e-01,
142,-5.60e-01,
143,-5.60e-01,
144,-5.60e-01,
145,-5.60e-01,
146,-6.00e-01,
147,-6.00e-01,
148,-6.80e-01,
149,-6.40e-01,
150,-6.80e-01,
151,-6.80e-01,
152,-6.80e-01,
153,-7.60e-01,
154,-7.20e-01,
155,-7.20e-01,
156,-8.00e-01,
157,-7.60e-01,
158,-8.00e-01,
159,-8.40e-01,
160,-8.40e-01,
161,-8.80e-01,
162,-8.80e-01,
163,-9.20e-01,
164,-9.20e-01,
165,-9.20e-01,
166,-9.60e-01,
167,-9.60e-01,
168,-9.60e-01,
169,-1.00e+00,
170,-1.00e+00,
171,-1.00e+00,
172,-1.08e+00,
173,-1.08e+00,
174,-1.08e+00,
175,-1.04e+00,
176,-1.12e+00,
177,-1.08e+00,
178,-1.08e+00,
179,-1.08e+00,
180,-1.12e+00,
181,-1.12e+00,
182,-1.16e+00,
183,-1.16e+00,
184,-1.16e+00,
185,-1.20e+00,
186,-1.20e+00,
187,-1.20e+00,
188,-1.16e+00,
189,-1.20e+00,
190,-1.20e+00,
191,-1.20e+00,
192,-1.20e+00,
193,-1.24e+00,
194,-1.20e+00,
195,-1.20e+00,
196,-1.24e+00,
197,-1.24e+00,
198,-1.28e+00,
199,-1.28e+00,
200,-1.24e+00,
201,-1.28e+00,
202,-1.28e+00,
203,-1.28e+00,
204,-1.28e+00,
205,-1.24e+00,
206,-1.28e+00,
207,-1.28e+00,
208,-1.28e+00,
209,-1.28e+00,
210,-1.32e+00,
211,-1.28e+00,
212,-1.28e+00,
213,-1.28e+00,
214,-1.28e+00,
215,-1.28e+00,
216,-1.24e+00,
217,-1.28e+00,
218,-1.28e+00,
219,-1.28e+00,
220,-1.28e+00,
221,-1.28e+00,
222,-1.28e+00,
223,-1.20e+00,
224,-1.24e+00,
225,-1.20e+00,
226,-1.24e+00,
227,-1.24e+00,
228,-1.24e+00,
229,-1.16e+00,
230,-1.20e+00,
231,-1.20e+00,
232,-1.16e+00,
233,-1.12e+00,
234,-1.20e+00,
235,-1.12e+00,
236,-1.12e+00,
237,-1.08e+00,
238,-1.08e+00,
239,-1.12e+00,
240,-1.12e+00,
241,-1.08e+00,
242,-1.08e+00,
243,-1.08e+00,
244,-1.04e+00,
245,-1.00e+00,
